ABN,Charity_Legal_Name,Other_Organisation_Names,Address_Type,Address_Line_1,Address_Line_2,Address_Line_3,Town_City,State,Postcode,Country,Charity_Website,Registration_Date,Date_Organisation_Established,Charity_Size,Number_of_Responsible_Persons,Financial_Year_End,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operating_Countries,PBI,HPC,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,LGBTIQA+,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth,animals,environment,other_gender_identities,Total_Revenue,Total_Expenses,Total_Assets,Net_Assets,Staff_FullTime,Staff_PartTime,Staff_Volunteers,State_Clean,Num_States_Operated,Num_Purposes,Num_Beneficiaries,Is_NT,Size_Encoded
24121300516.0,Or Chadash Building And Library Fund Ltd,,Business,Po Box 109,,,Rose Bay,NSW,2029,Australia,,03/12/2012,01/01/2006,Small,1,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,17830.0,15212.0,113810.0,113810.0,0.0,0.0,4.0,NSW,0,1,7,0,1.0
24126745444.0,Sydney Bus Museum Limited,,Business,25 Derbyshire Rd,,,Leichhardt,NSW,2040,Australia,www.sydneybusmuseum.com,03/12/2012,01/01/2007,Small,6,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,343604.0,247303.0,1698231.0,1587651.0,0.0,0.0,80.0,NSW,0,0,2,0,1.0
88806118835.0,Immuno Deficiency Foundation Of Western Australia Inc,,Business,,,,,,,,,03/12/2012,01/01/1990,Small,3,30-Jun,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,100000.0,100000.0,0.0,0.0,6.0,,0,0,0,0,1.0
24116378998.0,Everton Park Kindergarten Assoc Inc,,Business,Everton Park Kindergarten,,,Everton Park,QLD,4053,Australia,www.epk.asn.au,03/12/2012,01/01/1961,Medium,4,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,468779.0,433202.0,590816.0,510198.0,1.0,3.0,100.0,QLD,0,1,1,0,2.0
57419413928.0,Jerramungup Anglican Ministry District,,Business,PO Box 15,,,Bunbury,WA,6231,,,03/12/2012,01/01/1969,Small,11,31-Dec,0,0,0,0,0,0,0,1,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WA,1,1,1,0,1.0
57228538238.0,Anglican Parish Of Kununurra,,Business,2 Bauhinia St,,,Kununurra,WA,6743,Australia,www.anglicandnwa.org,03/12/2012,01/01/1964,Small,2,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,2.0,0.0,20.0,WA,0,1,1,0,1.0
57341145081.0,Peterborough Soldiers Memorial Hospital & Health Servic Inc Auxiliary,,Business,Hurlstone Street,,,PETERBOROUGH,SA,5422,Australia,,03/12/2012,01/01/1925,Small,1,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1153.0,2185.0,21877.0,21877.0,0.0,0.0,7.0,SA,0,1,1,0,1.0
57246942907.0,Stewards Foundation Of Christian Brethren,,Business,29 George St,,,Burwood,NSW,2134,Australia,https://www.stewardsfoundation.com.au/,03/12/2012,01/01/1965,Large,7,31-Dec,0,0,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3818142.0,4177394.0,117991797.0,64962187.0,7.0,0.0,0.0,NSW,0,2,1,0,3.0
57348023077.0,Milne Volunteer Bush Fire Brigade Inc,,Business,18 Lakes Cres,,,Marrara,NT,0812,Australia,,03/12/2012,01/01/1999,Small,3,30-Sep,0,0,1,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,69370.0,73355.0,178701.0,176801.0,0.0,0.0,15.0,NT,1,1,1,1,1.0
67238925685.0,Empire Bay Public School P&C Association,,Business,234 Empire Bay Dr,,,Empire Bay,NSW,2257,Australia,empirebay-p.schools.nsw.gov.au,03/12/2012,02/08/2002,Small,5,30-Sep,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,170550.0,192112.0,82873.0,79519.0,0.0,0.0,50.0,NSW,0,1,1,0,1.0
62212679864.0,Rural Business Support Service Incorporated,"Rural Business Support, Rural Financial Counselling Service SA, Rural Financial Counselling Service SA-NT",Business,555 The Parade,,,Magill,SA,5072,Australia,http://www.ruralbusinesssupport.org.au,03/12/2012,01/01/2006,Large,8,30-Jun,0,0,1,0,0,0,0,0,AUS,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,,,Y,6077075.0,5790662.0,2786914.0,658468.0,30.0,9.0,0.0,SA,1,1,13,0,3.0
62213675117.0,Vine Community Church Inc,,Business,55 Worman Street,,,Berri,SA,5343,Australia,,03/12/2012,01/01/1981,Small,3,30-Jun,0,0,0,0,1,0,0,0,"AUS, UGA",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,,,,164598.0,103149.0,731770.0,640752.0,1.0,0.0,10.0,SA,1,1,12,0,1.0
62303495207.0,Haemophilia Foundation Queensland Inc.,Lauren Green,Business,Po Box 30,,,Nundah,QLD,4012,Australia,www.hfq.org.au,03/12/2012,01/01/1984,Small,10,30-Jun,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,235687.0,237940.0,331828.0,325883.0,0.0,2.0,11.0,QLD,0,1,1,0,1.0
76442298047.0,Directions Disability Support Services Inc,,Business,12 Blackburn St,,,Maddington,WA,6109,Australia,www.directions.asn.au,03/12/2012,01/01/1994,Large,5,30-Jun,0,0,0,0,0,0,0,1,AUS,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,,,,8763679.0,8837335.0,4375074.0,3092276.0,17.0,110.0,10.0,WA,1,2,11,0,3.0
76264292285.0,The Trustee For The Axiom Trust,,Business,6 Galbraith Loop,,,Falcon,WA,6210,Australia,,03/12/2012,01/01/1997,Small,5,28-Feb,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,10207.0,42648.0,618812.0,618812.0,0.0,0.0,3.0,WA,0,0,1,0,1.0
18032396331.0,The Australia Korean School Inc,,Business,Pennant Hills High School,Laurence St,,PENNANT HILLS,NSW,2120,,www.hhh.org.au,03/12/2012,01/01/1993,Small,6,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,135735.0,137652.0,5000.0,5000.0,0.0,0.0,0.0,NSW,0,2,2,0,1.0
30151650903.0,Community Friends Ltd.,,Business,27 Cameron St,,,Fairfield,QLD,4103,Australia,https://www.communityfriends.org.au,03/12/2012,01/01/2011,Small,1,30-Jun,0,0,0,1,0,0,0,0,AUS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,267008.0,100089.0,349156.0,349156.0,0.0,0.0,30.0,QLD,1,1,1,0,1.0
30153907476.0,Bombala And District Historical Society,,Business,20 Dickinson St,,,Bombala,NSW,2632,Australia,,03/12/2012,01/01/1989,Small,2,31-Aug,0,1,0,0,0,0,0,0,AUS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,,,,5834.0,18773.0,3912.0,3912.0,0.0,0.0,22.0,NSW,1,1,7,0,1.0
18186427891.0,Epilepsy Tasmania Limited,,Business,Level 1,1-7 Liverpool Street,,Hobart,TAS,7000,Australia,www.epilepsytasmania.org.au,03/12/2012,28/07/1975,Medium,8,30-Jun,0,0,0,0,0,1,0,0,AUS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,676059.0,707139.0,1150705.0,1059925.0,1.0,5.0,10.0,TAS,1,0,10,0,2.0
12000637267.0,Autism Spectrum Australia (Aspect),,Business,The Zenith,Level 5 - Tower B,821 Pacific Hwy,Chatswood,NSW,2067,Australia,www.aspect.org.au,03/12/2012,01/01/1966,Large,10,31-Dec,0,0,0,0,0,0,0,0,AUS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,,,,146850068.0,117942126.0,184861031.0,140729261.0,397.0,701.0,50.0,NSW,0,1,9,0,3.0
80756514826.0,Peakhurst High School Parents And Citizens Association,,Business,1 Rona St,,,Peakhurst,NSW,2210,Australia,,03/12/2012,01/01/1969,Small,3,28-Feb,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,18706.0,912.0,36726.0,36726.0,0.0,0.0,12.0,NSW,0,1,2,0,1.0
12343148748.0,Braitling Neighbourhood Centre Inc,,Business,,,,,,,Australia,https://www.facebook.com/BraitlingNeighbourhoodCentre/,03/12/2012,15/08/1980,Medium,7,30-Jun,0,0,1,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,989404.0,1080007.0,731180.0,570225.0,10.0,0.0,9.0,,1,1,3,0,2.0
47482724029.0,Cancer Patient Support Group Illawarra Incorporated,,Business,38 Terania St,,,Russell Vale,NSW,2517,Australia,www.cancersupportillawarra.org.au,03/12/2012,01/01/1991,Small,6,31-Dec,0,1,0,0,0,0,0,0,AUS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2968.0,5738.0,28130.0,28130.0,0.0,0.0,6.0,NSW,1,0,6,0,1.0
47484624818.0,Lake Boga Fellowship,Previously known as 'Lake Boga Uniting Fellowship',Business,30 Marraboor street,,,Lake Boga,VIC,3584,Australia,,03/12/2012,01/01/1984,Small,6,31-Dec,0,0,0,0,0,0,1,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,VIC,1,1,1,0,1.0
80961871513.0,Sunrise Christian School,,Business,305 Goodwood Rd,,,Kings Park,SA,5034,Australia,www.sunrise.sa.edu.au,03/12/2012,01/01/1978,Large,9,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,18827500.0,17846538.0,58248443.0,45617124.0,55.0,91.0,310.0,SA,0,1,3,0,3.0
88977098102.0,Charlton Arts Inc. Reg. No. A0039083M,,Business,23 Waugh St,,,Charlton,VIC,3525,Australia,facebook.com/charlton arts,03/12/2012,01/01/1999,Small,4,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,27012.0,24148.0,24178.0,24058.0,0.0,0.0,12.0,VIC,0,1,6,0,1.0
89075171001.0,The Brother Michael Christmas Hamper Appeal Trust,,Business,15 Cross Rd,,,Urrbrae,SA,5064,Australia,www.themonastery.net.au,03/12/2012,01/01/1997,Small,11,30-Jun,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,27560.0,20141.0,43058.0,42924.0,0.0,0.0,25.0,SA,0,0,8,0,1.0
,,,Business,,,,,,,,,,,Small,3,30-Jun,0,1,0,0,0,0,0,0,AUS,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,2,1,0,1.0
57567161098.0,Friends Of The Maribyrnong Valley Incorporated,,Business,6 Florence St,,,Niddrie,VIC,3042,Australia,www.fmvonline.com,03/12/2012,01/01/1986,Small,8,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Y,,55054.0,5252.0,53343.0,53343.0,0.0,0.0,50.0,VIC,0,1,1,0,1.0
38586315440.0,Sleepy Burrows Sanctuary Incorporated,,Business,Po Box 128,,,Yass,NSW,2582,Australia,sleepyburrows.com.au,18/02/2015,09/02/2015,Small,4,30-Jun,0,1,0,0,0,0,0,0,AUS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Y,Y,,273010.0,260660.0,236253.0,232409.0,0.0,0.0,45.0,NSW,1,2,8,0,1.0
42781105046.0,Come Alive Centre Incorporated,,Business,42 Mainwaring Rich Cct,,,Palmerston,ACT,2913,Australia,www.comealivecentre.org,11/02/2015,03/07/2014,Small,10,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ACT,0,1,0,0,1.0
84238595050.0,Kingsville Zotung Baptist Church INC.,"Previously known as ""Kingsville Zotung Baptist Church (ABN 98694715228)""",Business,381 Geelong Rd,,,Kingsville,VIC,3012,Australia,,15/02/2015,03/05/2008,Small,12,30-Jun,0,0,0,0,0,0,1,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,405802.0,209782.0,1189516.0,1183867.0,1.0,0.0,35.0,VIC,1,1,8,0,1.0
59315206816.0,Peel Preservation Group Inc,,Business,Lakelands Community House,20 Dalona Parkway,,Lakelands,WA,6210,Australia,https://www.peelpreservation.org.au,01/10/2014,19/01/1974,Small,3,30-Jun,0,0,0,0,0,0,0,1,AUS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Y,Y,,5918.0,6617.0,35689.0,35689.0,0.0,0.0,15.0,WA,1,1,6,0,1.0
61226411579.0,Be The Change Animal Shelter Incorporated,,Business,Lonsdale Buisness Hub. PO Box 78 Lonsdale DC SA 5160. Adelaide South Australia 5160,,,Adelaide,SA,5160,Australia,https://m.facebook.com/Be-The-Change-Animal-Shelter-Inc-241829075931571/about/?ref=bookmarks&mt_nav=0,03/03/2015,01/01/2012,Small,8,30-Jun,0,0,0,0,1,0,0,0,AUS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,62918.0,69298.0,1500.0,1500.0,0.0,0.0,8.0,SA,1,1,0,0,1.0
38775273692.0,The Al Mahdi Trust,,Business,16/86-90 Pipe Road,,,Laverton North,VIC,3025,Australia,,04/03/2015,03/04/2015,Small,4,30-Jun,0,0,0,0,0,0,1,0,AUS,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4655.0,0.0,12474.0,10302.0,0.0,0.0,5.0,VIC,1,2,1,0,1.0
,Private Ancillary Fund 1586421-G7D9C6,,Business,,,,,,,,,19/03/2015,19/03/2015,Small,3,30-Jun,0,0,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,1,0,1.0
72170732477.0,Hair Aid Inc.,,Business,9 Poplar Place,,,Mooloolaba,QLD,4557,Australia,www.hairaid.org.au,09/04/2015,09/04/2015,Small,3,30-Jun,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,178337.0,12590.0,93574.0,59304.0,0.0,0.0,800.0,QLD,0,1,19,0,1.0
84603453809.0,Australian ARBS Education & Research Foundation Limited,,Business,U 53 502-514 Burwood Hwy,,,Vermont South,VIC,3133,Australia,www.arbsfoundation.com.au,19/12/2014,19/12/2014,Small,8,30-Jun,0,0,0,0,0,0,1,0,AUS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,150000.0,53071.0,165935.0,164588.0,0.0,1.0,0.0,VIC,1,1,2,0,1.0
30158530325.0,Chidlow Community Church Incorporated,,Business,PO Box 116,,,Chidlow,WA,6556,Australia,https://www.baptistwa.asn.au/directory/chidlow-community-church-inc,03/12/2012,01/01/1997,Small,4,30-Jun,0,0,0,0,0,0,0,1,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,48000.0,48000.0,442883.0,422883.0,0.0,1.0,20.0,WA,1,1,8,0,1.0
18192482549.0,The Trustee For St Clements Cultural Trust For The Promotion Of Music,,Business,144 Raglan St,,,Mosman,NSW,2088,Australia,www.mosmanvillage.church,03/12/2012,01/01/2006,Small,3,30-Jun,0,1,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,33463.0,32854.0,49441.0,49441.0,0.0,0.0,6.0,NSW,1,0,9,0,1.0
71954826729.0,Monastry Of St Anthony,,Business,,,,,,,Australia,,03/12/2012,01/01/1983,Small,2,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,179939.0,222555.0,1848079.0,1749379.0,0.0,0.0,19.0,,0,0,5,0,1.0
71959546399.0,Barraba Parents & Citizens Association,,Business,West Street,,,Barraba,NSW,2347,Australia,,03/12/2012,01/01/1970,Small,1,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,43513.0,35293.0,54283.0,54283.0,0.0,0.0,10.0,NSW,0,1,2,0,1.0
,,,Business,,,,,,,,,,,Large,4,30-Jun,0,1,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,,,,,,,,,,,,1,0,13,0,3.0
84789374217.0,Providence Church Network Incorporated,,Business,U17 162 Colin Street,,,West Perth,WA,6005,Australia,https://www.providencechurch.org.au,03/12/2012,01/01/2009,Medium,4,31-Dec,0,0,0,0,0,0,0,1,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1725983.0,1559669.0,1166800.0,932936.0,8.0,13.0,500.0,WA,1,1,8,0,2.0
84923967532.0,North Rocks Gospel Trust,,Business,,,,,,,,,03/12/2012,01/01/1973,Small,3,30-Jun,0,1,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,1,1,1,0,1.0
84926153489.0,Community Child Care Centre Inc,,Business,110 Young St,,,Parkside,SA,5063,Australia,www.parksidechildcare.com.au,03/12/2012,01/01/1972,Medium,6,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,1552951.0,1665688.0,1169294.0,881079.0,10.0,8.0,8.0,SA,0,0,7,0,2.0
84980678834.0,The Trustee For The Fsjs Jubilee Charitable Foundation,,Business,U 19 100-104 Railway Rd,,,Daglish,,6008,Australia,,03/12/2012,01/01/2005,Small,1,30-Jun,0,1,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,251943.0,117926.0,2180371.0,2180371.0,0.0,0.0,0.0,,1,1,2,0,1.0
96598903084.0,Camden Meals On Wheels Inc,,Business,U 1 18c Little St,,,Camden,NSW,2570,Australia,https://camdenmealsonwheels.com.au/,03/12/2012,01/01/1969,Medium,8,30-Jun,0,1,0,0,0,0,0,0,AUS,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,703713.0,650326.0,819376.0,672541.0,1.0,4.0,75.0,NSW,1,2,3,0,2.0
84982620043.0,Friends Of The Western Ground Parrot Inc,,Business,PO Box 5613,,,Albany,,6332,Australia,www.western-ground-parrot.org.au,03/12/2012,01/01/2009,Small,8,30-Jun,0,0,0,0,0,0,0,1,AUS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,,24600.0,48763.0,32323.0,31323.0,0.0,0.0,100.0,,1,1,0,0,1.0
24530998354.0,Pichi Richi Railway Preservation Society Inc,,Business,Railway Station,Railway Terrace,,QUORN,SA,5433,Australia,www.pichirichirailway.org.au,03/12/2012,01/01/1973,Medium,1,30-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,725736.0,801605.0,1403233.0,910626.0,0.0,0.0,80.0,SA,0,0,1,0,2.0
24532672662.0,Servants Community Care Incorporated,,Business,15 Park Rd,,,Seven Hills,NSW,2147,Australia,https://servantscare.org/,03/12/2012,01/01/2001,Small,5,30-Jun,0,1,0,0,0,0,0,0,AUS,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,59249.0,109947.0,90600.0,90419.0,0.0,2.0,20.0,NSW,1,1,3,0,1.0
96637308035.0,First Full Gospel Church Incorporated,,Business,1 Hillview Rd,,,Eastwood,NSW,2122,Australia,,03/12/2012,01/01/1998,Small,1,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,NSW,0,1,1,0,1.0
96638390012.0,Nain Evangelical Lutheran Church Inc,,Business,196 Nain Rd,,,Nain,SA,5360,Australia,www.greenockparish.org,03/12/2012,31/12/1855,Small,7,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,48634.0,52670.0,350000.0,350000.0,0.0,0.0,25.0,SA,0,1,1,0,1.0
96700893602.0,The Trustee For The Winemakers Association Of Sa Prizes,,Business,GPO Box 1338,,,Adelaide,SA,5001,,,03/12/2012,01/01/1950,Small,2,30-Jun,0,0,0,0,1,0,0,0,AUS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,29.0,0.0,742.0,742.0,0.0,0.0,0.0,SA,1,1,1,0,1.0
80830875661.0,WEST END SCOTT STREET COMMUNITY KINDERGARTEN ASSOCIATION INC,,Business,West End Pre School,,,West End,QLD,4101,Australia,https://www.westendscottstkindy.com.au,03/12/2012,22/04/2000,Small,3,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,422604.0,353634.0,401616.0,357677.0,1.0,3.0,2.0,QLD,0,1,1,0,1.0
